PRODID	NAME
45804	Мульти-табс Классик табл.п.о. бан.пластик. 30 кор. 1 Ferrosan
45806	Мульти-табс Макси табл.п.о. бан.пластик. 90 кор. 1 Ferrosan
45807	Мульти-табс Макси табл.п.о. бан.пластик. 30 кор. 1 Ferrosan
45809	Мульти-табс Малыш табл.жев. бл. 15 кор. 4 Ferrosan
45810	Мульти-табс Малыш табл.жев. бл. 15 кор. 2 Ferrosan
45812	Мульти-табс Перинатал табл.п.о. бан.пластик. 50 кор. 1 Ferrosan
45816	Мульти-табс Юниор табл.жев. с малин.-клубн. бл. 15 кор. 2 Ferrosan
45817	Мульти-табс Юниор табл.жев. со смешан. фрукт. бл. 15 кор. 4 Ferrosan
45818	Мульти-табс Юниор табл.жев. с малин.-клубн. бл. 15 кор. 4 Ferrosan
45819	Мульти-табс Юниор табл.жев. со смешан. фрукт. бл. 15 кор. 2 Ferrosan
45823	Мультибионта плюс C табл.шип. туба пластик. 20 Merck KGaA (Германия) for Nycomed
45825	Мультибионта плюс Кальций и Магний табл.шип. туба пластик. 20 Merck KGaA (Германия) for Nycomed
45829	Мультибионта Юниор табл.шип. туба пластик. 20 Merck KGaA (Германия) for Nycomed
45858	Мультивитамины Санвит табл.п.о. фл.ПЭ 30 Rexal Sundown
45860	Мультивитамол шипучие таблетки доктора Тайсса табл.шип. туба 10 Dr. Theiss Naturwaren
45870	Мультинат табл. фл. 150 ИНАТ-ФАРМА
45871	Мультинат табл. фл. 240 ИНАТ-ФАРМА
45872	Мультинат табл. фл. 60 ИНАТ-ФАРМА
45876	Мультипродукт для детей табл.шип. пен. 10 Natur Product
45878	Мультипродукт для женщин табл.шип. пен. 10 Natur Product
45880	Мультипродукт для людей пожилого возраста табл.шип. пен. 10 Natur Product
45882	Мультипродукт для мужчин табл.шип. пен. 10 Natur Product
45892	Мультифит табл. пол. 10 уп. 10 Torrent
47345	Натекаль Д_3 табл.жев. фл. 60 пач.картон. 1 Italfarmaco S.p.A.
48339	Наш выбор - Детские витамины с экстра С табл.жев. Perrigo Company
48720	НЕСТАРЕЮЩАЯ КОЖА Леди"с формула капс. фл. 60 кор. 1 VitaPharm Canada Ltd.
48761	Ниацин ЮСП субст. Lonza
48923	Никотиновая кислота табл. 0,05 г бан. 50 пач.картон. 1 Щелковский витаминный завод
48924	Никотиновая кислота табл. 0,05 г бан. 50 пач.картон. 1
48925	Никотиновая кислота субст.-пор. меш.ПЭ 20 кг кор. 1 Roche Vitamins
48926	Никотиновая кислота р-р д/ин. 1 % амп. 1 мл [с нож.амп.] кор. 10 Верофарм (Белгородский филиал)
48927	Никотиновая кислота субст.-пор. ГНИИ стандартизации и контроля лекарственных средств МЗ РФ
48928	Никотиновая кислота р-р д/ин. 1 % амп. 1 мл [с нож.амп.] кор. 10 Верофарм (Воронежский филиал)
48930	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл Фармамед
48931	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] кор. 10 Органика
48932	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] кор. 10 УфаВита
48933	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] кор. 10 Вектор-Фарм
48934	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл кор. 10 Эндокрининяй препаратай
48935	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] кор. 5 Органика
48936	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] кор. 10 Биостимулят
48937	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] кор. 10 Здоровье -
48938	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] кор. 10 Ай Си Эн Ок
48939	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] кор. 10 Биомед НПО
48940	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] кор. 10 Новосибхимф
48941	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] кор. 10 Дальхимфарм
48942	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп.в уп.контурн.яч. 1 мл 5 [с нож.амп.] к
48943	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] кор. 10 Биосинтез
48944	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп.в уп.контурн.яч. 1 мл 5 [с нож.амп.] к
48945	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] кор. 10 Иммунопрепа
48946	Никотиновой кислоты раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] кор. 10 Мосхимфармп
48948	Никотиновой кислоты таблетки табл. 0,1 г уп.контурн.яч. 10 пач.картон. 5 Медисорб
48949	Никотиновой кислоты таблетки табл. 0,5 г Эхо НПК
48950	Никотиновой кислоты таблетки табл. 0,1 г Эхо НПК
48951	Никотиновой кислоты таблетки табл. 0,1 г бан.пластик. 50 пач.картон. 1 Медисорб
48952	Никотиновой кислоты таблетки табл. 0,05 г бан.п/пропилен. 50 Биомед НПО
48953	Никотиновой кислоты таблетки табл. 0,05 г бан.темн.стекл. 50 пач.картон. 1 Биомед НПО
48954	Никотиновой кислоты таблетки табл. 0,1 г уп.контурн.б/яч. 10 пач.картон. 5 Медисорб
48955	Никотиновой кислоты таблетки табл. 0,05 г бан.темн.стекл. 50 Центрально-Европейская Фармацевтическая
48957	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г бан.темн.стекл. 50 пач.картон. 1 Верофарм (Воронежс
48958	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г бан.темн.стекл. 50 пач.картон. 1 Белгородвитамины
48959	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г бан.темн.стекл. 50 пач.картон. 1 Акрихин
48960	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г уп.контурн.яч. 10 Дальхимфарм
48961	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г уп.контурн.яч. 10 пач.картон. 5 Дальхимфарм
48962	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г бан.темн.стекл. 50 пач.картон. 1 Дальхимфарм
48963	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г уп.контурн.яч. 10 пач.картон. 5 Верофарм (Белгородс
48964	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г уп.контурн.яч. 10 пач.картон. 5 Ай Си Эн Лексредств
48965	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г бан.п/пропилен. 50 УфаВита
48966	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г бан.темн.стекл. 50 пач.картон. 1 Верофарм (Белгород
48967	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г ФГП-Фарм
48968	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г Бивитех
48969	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г уп.контурн.яч. 10 пач.картон. 5 Центрально-Европейс
48970	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г уп.контурн.яч. 10 пач.картон. 5 Мосхимфармпрепараты
48971	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г бан.п/пропилен. 50 пач.картон. 1 Дальхимфарм
48972	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г бан. 50 пач.картон. 1 Дальхимфарм
48973	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г бан. 50 пач.картон. 1 Щелковский витаминный завод
48974	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г уп.контурн.яч. 10 Ирбитский химфармзавод
48975	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г уп.контурн.яч. 10 пач.картон. 5 Ирбитский химфармза
48976	Никотиновой кислоты таблетки 0,05 г табл. 0,05 г бан.темн.стекл. 50 пач.картон. 1 Ирбитский химфармз
49688	Ново-Аекол в капсулах 0,2 г капс. 0,2 г бан.полимерн. 25 Адаптоген межрегиональный центр
49689	Ново-Аекол в капсулах 0,2 г капс. 0,2 г уп.контурн.яч. 20 Адаптоген межрегиональный центр
49690	Ново-Аекол в капсулах 0,2 г капс. 0,2 г фл. 25 Адаптоген межрегиональный центр
49691	Ново-Аекол в капсулах 0,2 г капс. 0,2 г Фармаген
49692	Ново-Аекол в капсулах 0,2 г капс. 0,2 г фл. 100 Адаптоген межрегиональный центр
49693	Ново-Аекол в капсулах 0,2 г капс. 0,2 г бан.полимерн. 50 Адаптоген межрегиональный центр
49694	Ново-Аекол в капсулах 0,2 г капс. 0,2 г фл. 50 Адаптоген межрегиональный центр
49695	Ново-Аекол в капсулах 0,2 г капс. 0,2 г бан.полимерн. 100 Адаптоген межрегиональный центр
49696	Ново-Аекол в капсулах 0,2 г капс. 0,2 г уп.контурн.яч. 10 Адаптоген межрегиональный центр
50696	Облепиховое масло в капсулах капс.мягк. 200 мг уп.контурн.яч. 10 пач.картон. 3 Адаптоген межрегионал
50697	Облепиховое масло в капсулах капс.мягк. 300 мг уп.контурн.яч. 10 пач.картон. 5 Адаптоген межрегионал
50698	Облепиховое масло в капсулах капс.мягк. 300 мг бан.темн.стекл. 50 пач.картон. 1 Адаптоген межрегиона
50699	Облепиховое масло в капсулах капс.мягк. 200 мг бан.темн.стекл. 100 пач.картон. 1 Адаптоген межрегион
50700	Облепиховое масло в капсулах капс.мягк. 200 мг уп.контурн.яч. 10 пач.картон. 4 Адаптоген межрегионал
50701	Облепиховое масло в капсулах капс. 200 мг уп.контурн.яч. 10 пач.картон. 3 Ай Си Эн Октябрь
50702	Облепиховое масло в капсулах капс.мягк. 200 мг бан. 15 пач.картон. 1 Нижфарм
50703	Облепиховое масло в капсулах капс. 0,25 г Фармаген
50704	Облепиховое масло в капсулах капс.мягк. 200 мг уп.контурн.яч. 10 пач.картон. 2 Адаптоген межрегионал
50705	Облепиховое масло в капсулах капс.мягк. 200 мг бан.темн.стекл. 50 пач.картон. 1 Адаптоген межрегиона
50706	Облепиховое масло в капсулах капс.мягк. 200 мг уп.контурн.яч. 10 пач.картон. 5 Адаптоген межрегионал
50707	Облепиховое масло в капсулах капс.мягк. 200 мг уп.контурн.яч. 10 пач.картон. 1 Адаптоген межрегионал
50708	Облепиховое масло в капсулах капс.мягк. 300 мг бан.темн.стекл. 100 пач.картон. 1 Адаптоген межрегион
50709	Облепиховое масло в капсулах капс.мягк. 200 мг Медтехфарм
50710	Облепиховое масло в капсулах капс.мягк. 300 мг Фармапол
50711	Облепиховое масло в капсулах капс.мягк. 200 мг Фармапол
50712	Облепиховое масло в капсулах капс.мягк. 300 мг Фито-Бот
50713	Облепиховое масло в капсулах капс.мягк. 200 мг Фито-Бот
50714	Облепиховое масло в капсулах капс.мягк. 300 мг Медтехфарм
50715	Облепиховое масло в капсулах капс.мягк. 300 мг уп.контурн.яч. 10 пач.картон. 4 Адаптоген межрегионал
50716	Облепиховое масло в капсулах капс.мягк. 300 мг уп.контурн.яч. 10 пач.картон. 1 Адаптоген межрегионал
50717	Облепиховое масло в капсулах капс.мягк. 300 мг уп.контурн.яч. 10 пач.картон. 2 Адаптоген межрегионал
50718	Облепиховое масло в капсулах капс.мягк. 300 мг Фармаген
50719	Облепиховое масло в капсулах капс.мягк. 300 мг Мелиген фармацевтическое предприятие ЗАО
50720	Облепиховое масло в капсулах капс.мягк. 300 мг уп.контурн.яч. 10 пач.картон. 3 Адаптоген межрегионал
50722	Облепиховое масло в ректокапсулах для детей капс.рект.детск. 550 мг бан. 15 пач.картон. 1 Нижфарм
51001	Окопник с витамином Е Доктор Тайсс мазь бан. 50 г кор. 1 Dr. Theiss Naturwaren
51002	Окопник с витамином Е Доктор Тайсс мазь бан. 20 г кор. 1 Dr. Theiss Naturwaren
51091	Оксиасе капс. уп.контурн.яч. 10 пач.картон. 3 Unique
51092	Оксиасе капс. уп.контурн.яч. 10 пач.картон. 10 Unique
51177	Окситекс капс. 652 мг бл. 10 кор. 5 Worwag Pharma
51178	Окситекс капс. 652 мг бл. 10 кор. 10 Worwag Pharma
51308	Октолипен р-р д/ин. 0,5 % амп. 2 мл [с нож.амп.] пач.картон. 10 Ай Си Эн Октябрь
51406	Олиговит драже бл. 10 кор. 3 ICN Jugoslavija
51407	Олиговит табл.п.о. уп.контурн.яч. 10 пач.картон. 3 Ай Си Эн Октябрь
51732	Оптилетс-М-500 филмтаб табл. Abbott Laboratories
51885	ОртоВиталь М табл./комплект пак. кор. 15 Orthomol
51887	ОртоВиталь МГ гран. пак. 15,8 г кор. 15 Orthomol
51889	ОртоВиталь Ф табл./комплект пак. кор. 15 Orthomol
51891	ОртоВиталь ФГ гран. пак. 15,8 г кор. 15 Orthomol
51893	ОртоИммун табл./комплект пак. кор. 15 Orthomol
51895	ОртоИммун Г гран. пак. 15 г кор. 15 Orthomol
51897	ОртоИммун Г Юниор гран. пак. 10 г кор. 15 Orthomol
52094	Остеокеа табл. бл. 15 кор. 2 Vitabiotics
52104	Остеопан табл. уп. 30 Diet Pharma
52355	Пакс+ капс. фл. 60 кор. 8 Laboratoire des Hauyes Synergies
52356	Пакс+ капс. бл. 10 кор. 3 Laboratoire des Hauyes Synergies
52600	Пантенол крем д/лица туба 30 г ICN Jugoslavija
52602	Пантенол 100 мг Йенафарм табл. 100 мг фл. 20 кор. 1 Jenapharm
52604	Пантенол 500 мг Йенафарм р-р д/ин. 500 мг/2 мл амп. 2 мл пач.картон. 10 Jenapharm
52606	Пантенол-ратиофарм мазь 5 % туба алюм. 100 г пач.картон. 1 Merckle GmbH for ratiopharm GmbH
52607	Пантенол-ратиофарм мазь 5 % туба алюм. 35 г пач.картон. 1 Merckle GmbH for ratiopharm GmbH
52609	Пантенол-спрей аэроз.наружн. 4,63 г/100 г фл.с расп. 130 г пач.картон. 1 Ankerpharm
53294	Педивит форте капс. уп.контурн.яч. 7 кор. 3 Unique
53907	Перфектил капс. бл. 15 кор. 2 Vitabiotics
54311	Пиковит Д пастилки бл. 10 кор. 3 KRKA
55841	Плидол С табл.шип. тубус 10 Pliva
55853	Плюс железо + С табл.шип. фл. 20 Pharmavit, a Division of Bristol-Myers Squibb
56406	Поливит табл.п.о. фл.полимерн. 30 Walsh Pharma
56407	Поливит табл.п.о. фл.полимерн. 60 Walsh Pharma
56411	Поливит Гериатрик табл.п.о. конт.полимер. 30 Walsh Pharma
56421	ПОЛИВИТАМИНЫ ВИТАМИН C плюс Кид"с формула табл.жев. 1,1 г фл. 60 кор. 1 VitaPharm Canada Ltd.
56423	Поливитамины и минералы табл.п.о. Pharmascience
56425	Поливитамины и полиминералы для взрослых доп.защитное действие табл.п.о. Tishcon Corporation
56427	Поливитамины и полиминералы для детей + железо табл.жев. Tishcon Corporation
56429	Поливитамины и полиминералы для детей + экстра C табл.жев. Tishcon Corporation
56431	ПОЛИВИТАМИНЫ Кид"с формула табл.жев. 1 г фл. 60 кор. 1 VitaPharm Canada Ltd.
56433	Поливитамины с полиминералами для взрослых наиболее полный состав табл.п.о. Tishcon Corporation
56437	Поливитамины-мультиминералы-Милтом для взрослых табл.п.о. уп. 60 A & S Pharmaceutical
56438	Поливитамины-мультиминералы-Милтом для взрослых табл.п.о. уп. 30 A & S Pharmaceutical
57055	ПОТЕНЦИАЛ ФОРТЕ Мен"с формула капс. фл. 60 кор. 1 VitaPharm Canada Ltd.
57166	Прегнавит капс. бл. 10 кор. 6 Merckle
57167	Прегнавит капс. Ludwig Merckle
57168	Прегнавит капс. бл. 10 кор. 3 Merckle
57170	Прегнавит Ф табл.шип. труб. 30 кор. 2 Merckle
57171	Прегнавит Ф табл.шип. труб. 10 кор. 1 Merckle
57173	Прегнакеа капс. бл. 15 кор. 2 Vitabiotics
57192	ПРЕДМЕНСТРУАЛЬНЫЙ СИНДРОМ Леди"с формула капс. фл. 50 пач.картон. 1 VitaPharm Canada Ltd.
57462	Пренамин капс. Серл Фарма
59769	Ревиталайз-Мульти-М АДС табл.п.о. American Drug Company
59771	Ревитаспорт магний табл.шип. пен.-туба 10 уп. 2 UCB
60463	Рибовитал табл.п.о. бан. 10 Ай Си Эн Октябрь
60464	Рибовитал табл.п.о. уп.контурн.яч. 30 Ай Си Эн Октябрь
60465	Рибовитал табл.п.о. бан. 30 кор. 1 Ай Си Эн Октябрь
60466	Рибовитал табл.п.о. уп.контурн.яч. 10 Ай Си Эн Лексредства
60732	Ринг Н табл. уп.контурн.яч. 5 пач.картон. 2 Heinrich Mack Nachf.
60733	Ринг Н табл. уп. 10 Нижфарм
61125	Рози капс. Armour Chemicals
61137	Рокальтрол капс. 0,25 мкг фл.темн.стекл. 30 кор. 1 R.P.Scherer
61138	Рокальтрол капс. 0,25 мкг фл.темн.стекл. 100 кор. 1 R.P.Scherer
61139	Рокальтрол капс. 0,5 мкг фл.темн.стекл. 30 кор. 1 R.P.Scherer
61140	Рокальтрол капс. 0,5 мкг фл.темн.стекл. 100 кор. 1 R.P.Scherer
61608	Рыбий жир Меллер натуральный масло фл. 250 мл Peter Meller
61678	Рябины плоды плоды Апекс
61679	Рябины плоды плоды Арника
61680	Рябины плоды плоды Травы Башкирии
61681	Рябины плоды плоды Медтехфарм
61682	Рябины плоды плоды Иван-Чай
61683	Рябины плоды плоды Камила
61684	Рябины плоды плоды Фитомед
61685	Рябины плоды плоды Фито-ЭМ аграрно-промышленная компания
61686	Рябины плоды плоды Кировская фармфабрика
61687	Рябины плоды плоды Фармапол
61688	Рябины плоды плоды Агрофитофарм
61689	Рябины плоды плоды Адамантан-Пенза
61690	Рябины плоды плоды Травник
61691	Рябины плоды плоды пак.бум. 50 г пач.картон. 1 Авентин-Экохелп
61692	Рябины плоды плоды Аура-Фарм
61693	Рябины плоды плоды Лекраспром
61694	Рябины плоды плоды пак.бум. 50 г пач.картон. 1 Флора-Фарм
61695	Рябины плоды плоды Новосибирская фармфабрика
61696	Рябины плоды плоды пак.бум. 100 г пач.картон. 1 Волгоградская фармфабрика
61697	Рябины плоды плоды пак.бум. 75 г пач.картон. 1 Волгоградская фармфабрика
61698	Рябины плоды плоды пак.бум. 100 г пач.картон. 1 Красногорсклексредства
61699	Рябины плоды плоды пак.бум. 50 г пач.картон. 1 Волгоградская фармфабрика
61700	Рябины плоды плоды Ижевская фармфабрика
61701	Рябины плоды плоды Омская фармфабрика
61702	Рябины плоды плоды Екатеринбургская фармфабрика
61703	Рябины плоды плоды пак.бум. 50 г пач.картон. 1 Краснодарская фармфабрика
61704	Рябины плоды плоды Вологодская фармфабрика
61705	Рябины плоды плоды пак.бум. 100 г пач.картон. 1 Краснодарская фармфабрика
61706	Рябины плоды плоды пак.бум. 100 г пач.картон. 1 Астраханская фармфабрика
61707	Рябины плоды плоды Панто-Витамин
61708	Рябины плоды плоды Новосибхимфарм
61709	Рябины плоды плоды Здоровье фирма
61710	Рябины плоды плоды Фитофарм-НН
61711	Рябины плоды плоды Техмедсервис
61712	Рябины плоды плоды пак.бум. 130 г пач.картон. 1 Краснодарская фармфабрика
61713	Рябины плоды плоды Пятигорская фармацевтическая академия с опытным производством
61714	Рябины плоды плоды пак.бум. 50 г пач.картон. 1 Красногорсклексредства
61715	Рябины плоды плоды Красноярская фармфабрика
61716	Рябины плоды плоды Лек С фирма
61717	Рябины плоды плоды Тибет
61718	Рябины плоды плоды Олвуд
61719	Рябины плоды плоды Фито-Бот
61720	Рябины плоды плоды Старт НПО
61721	Рябины плоды плоды Тульская фармфабрика
61722	Рябины плоды плоды Фарос-21
61723	Рябины плоды плоды Виктовит
61724	Рябины плоды плоды Сервисмед
61725	Рябины плоды плоды Энси
61726	Рябины плоды плоды Фито-Синто
61727	Рябины плоды плоды Старт-Фито
61728	Рябины плоды плоды Сибирские Лекарственные Средства
61729	Рябины плоды плоды Ярославская фармфабрика
61730	Рябины плоды плоды Московская фармфабрика
61731	Рябины плоды плоды Самарская фармфабрика
61732	Рябины плоды плоды Тверская фармфабрика
61733	Рябины плоды плоды пак.бум. 100 г пач.картон. 1 Асфарма
61734	Рябины плоды плоды Калининградская фармфабрика
61735	Рябины плоды плоды пак.бум. 100 г пач.картон. 1 Санкт-Петербургская фармфабрика
61736	Рябины плоды плоды Флора Кавказа
61737	Рябины плоды плоды ПК Аконит
61738	Рябины плоды плоды Народная медицина медицинская компания
61739	Рябины плоды плоды МАГ
61740	Рябины плоды плоды Кемеровская фармфабрика
62578	Санфицинат р-р д/ин. 5 мг/2 мл амп. 2 мл пач.картон. 25 Sanofi-Winthrop Industrie
62579	Санфицинат пор.лиоф.д/ин. 50 мг фл. пач.картон. 10 Sanofi-Winthrop Industrie
62580	Санфицинат р-р д/ин. 25 мг/10 мл амп. 10 мл пач.картон. 10 Sanofi-Winthrop Industrie
62777	Севен сиз паувер плюс капс. уп.контурн.яч. 10 пач.картон. 3 Universal Medicare
62924	Селцинк Плюс табл.п.о. 672 мг уп.контурн.яч. 10 кор. 3 PRO.MED.CS Praha a.s.
63694	Синергин капс./комплект бл. 10 пач.картон. 4 Аква-МДТ
65214	Спорт Дринк гран.доз.шип.быстрораств. пак.1-доз. 5 г кор. 6 SEDICO
65995	Стресстабс+железо табл. фл. 30 Wyeth-Lederle
65996	Стресстабс+железо табл. фл. 60 Wyeth-Lederle
65998	Стресстабс+цинк табл. фл. 30 Wyeth-Lederle
65999	Стресстабс+цинк табл. фл. 60 Wyeth-Lederle
66497	Супер Мульти-Витамины табл. 1,6 г фл. 120 Irwin Naturals
66498	Супер Мульти-Витамины табл. 1,6 г фл. 60 Irwin Naturals
66642	Супрадин табл.шип. туба 10 кор. 1 Pharmacia-AD, Pharmachim Holding
66643	Супрадин драже бл. 10 кор. 3 Roche Products
66644	Супрадин драже бл. 10 кор. 3 F.Hoffmann La-Roche Ltd., made by Roche Products Ltd.
66646	Супрадин Рош табл.шип. 20 Laboratoires Roche-Nicholas
66647	Супрадин Рош табл.шип. туба 10 кор. 1 Laboratoires Roche-Nicholas
66687	Сурбекс 750 с цинком табл. бан. 50 Abbott S.p.A.
67213	Таксофит витамин C + Кальций табл.шип. Boehringer Ingelheim Pharma KG
67214	Таксофит витамин C + Кальций табл.шип. M.C.M. KLOSTERFRAU
67219	Таксофит поливитамины + минеральные вещества и микроэлементы капс.форте M.C.M. KLOSTERFRAU
67221	Таксофит поливитамины + минеральные элементы и микроэлементы табл.шип. уп. 10 M.C.M. KLOSTERFRAU
67482	Тардиферон табл.п.о.ретард бл. 10 кор. 3 Pierre Fabre Medicament Production
67585	Тахистин капли для приема внутрь 1 мг/мл фл.-кап. 20 мл кор. 1 Chauvin ankerpharm
67838	Теравит табл.п.о. фл. 30 Sagmel, Inc.
67840	Теравит М капс.мягк. Union Pharma Company
68967	Тиогамма р-р д/ин. 3 % амп.темн.стекл. 20 мл кор. 10 Worwag Pharma
68968	Тиогамма р-р д/ин. 3 % амп.темн.стекл. 10 мл кор. 5 Worwag Pharma
68969	Тиогамма р-р д/ин. 3 % амп.темн.стекл. 20 мл кор. 5 Worwag Pharma
68970	Тиогамма р-р д/ин. 3 % амп.темн.стекл. 10 мл кор. 10 Worwag Pharma
68971	Тиогамма капс. 300 мг бл. 15 кор. 2 Worwag Pharma
68972	Тиогамма табл.п.о. 600 мг бл. 10 кор. 6 Worwag Pharma
68973	Тиогамма табл.п.о. 600 мг бл. 10 кор. 3 Worwag Pharma
68974	Тиогамма р-р д/инф. 1,2 % фл.темн.стекл. 50 мл пач.картон. 10 Worwag Pharma
68975	Тиогамма р-р д/инф. 1,2 % фл.темн.стекл. 50 мл пач.картон. 1 Worwag Pharma
68976	Тиогамма капс. 300 мг бл. 15 кор. 4 Worwag Pharma
69764	Три-Ви-Плюс табл.п.о. фл.пластмас. 30 пач.картон. 1 Sagmel, Inc.
70340	Тыквеол экстр.масл. фл. 100 мл Европа-Биофарм
70341	Тыквеол экстр.масл. фл.-кап. 20 мл Европа-Биофарм
70343	Тыквеол в капсулах 450 мг капс. 450 мг фл. 84 Европа-Биофарм
70345	Тыквеол в суппозиториях супп.рект. 0,5 г уп.контурн.яч. 1 Европа-Биофарм
70346	Тыквеол в суппозиториях супп.ваг. 0,75 г уп.контурн.яч. 1 Европа-Биофарм
70405	Тыквэйнол капс.мягк. 0,45 г бан. 30 Тринита НПП
70406	Тыквэйнол капс.мягк. 0,45 г бан. 70 Тринита НПП
70607	УКРЕПЛЕНИЕ КОСТНОЙ ТКАНИ Леди"с формула табл. фл. 60 пач.картон. 1 VitaPharm Canada Ltd.
71803	Фенюльс капс. уп. 10 Natco Pharma
71804	Фенюльс капс. бл. 10 кор. 1 Ranbaxy
71873	Фероглобин-B_12 сироп фл.темн.стекл. 200 мл кор. 1 Vitabiotics
71884	Ферринат табл. 55 мг фл. 180 ИНАТ-ФАРМА
71885	Ферринат табл. 55 мг фл. 360 ИНАТ-ФАРМА
71886	Ферринат табл. 55 мг фл. 60 ИНАТ-ФАРМА
71887	Ферринат табл. 55 мг фл. 240 ИНАТ-ФАРМА
71894	Ферро-Фольгамма капс. бл. 10 кор. 5 Worwag Pharma
71895	Ферро-Фольгамма капс. бл. 10 кор. 2 Worwag Pharma
71902	Ферровит табл. 0,55 г Медисорб
71903	Ферровит табл.п.о. Eczacibasi Ilac Sanayi
73114	Флюколдекс-Н табл. уп.контурн.яч. 4 пач.картон. 3 Nabros Pharma
73116	Флюколдекс-С пор.д/р-ра для приема внутрь саше 5 г пач.картон. 5 Nabros Pharma
73164	Фолиевая кислота субст. боч. 25 кг Roche
73165	Фолиевая кислота субст. бараб. 25 кг Roche
73166	Фолиевая кислота табл. 300 мг Nutra Source Inc.
73167	Фолиевая кислота субст.-пор. пак.ПЭ 2 кг бан.жест. 1 Щелковский витаминный завод
73168	Фолиевая кислота субст.-пор. пак.ПЭ 2 кг бан.жест. 1
73169	Фолиевая кислота субст. Granules India
73170	Фолиевая кислота обр.станд.-пор. фл.темн.стекл. 0,25 г пач.картон. 1 Щелковский витаминный завод
73176	Фолинат кальция р-р д/ин. 2,5 мг/мл амп. 1 мл кор. 5 Rhone-Poulenc Rorer
73177	Фолинат кальция р-р д/ин. 2,5 мг/мл амп. 10 мл кор. 5 Rhone-Poulenc Rorer
73416	Форталгин C табл.шип. пен. 10 кор. 1 Lek
75406	Центрум табл.п.о. фл. 30 кор. 1 Wyeth-Lederle
75407	Центрум табл.п.о. фл. 60 кор. 1 Wyeth-Lederle
75412	Центрум детский+экстра витамин С табл.жев. фл. 60 кор. 1 Whitehall
75413	Центрум детский+экстра витамин С табл.жев. фл. 30 кор. 1 Whitehall
75415	Центрум детский+экстра кальций табл.жев. фл. 30 кор. 1 Wyeth-Lederle
75416	Центрум детский+экстра кальций табл.жев. фл. 60 кор. 1 Wyeth-Lederle
75418	Центрум Сильвер табл.п.о. фл.ПЭ 30 кор. 1 Wyeth-Ayerst Canada Inc.
75419	Центрум Сильвер табл.п.о. фл.ПЭ 60 кор. 1 Wyeth-Ayerst Canada Inc.
75420	Центрум Сильвер табл.п.о. фл.ПЭ 25 кор. 1 Wyeth-Ayerst Canada Inc.
75421	Центрум Сильвер табл.п.о. фл.ПЭ 50 кор. 1 Wyeth-Ayerst Canada Inc.
75422	Центрум Сильвер табл.п.о. фл.ПЭ 100 кор. 1 Wyeth-Ayerst Canada Inc.
76139	Циклокар табл. 0,3 г НИККа
76140	Циклокар капс. 0,3 г НИККа
76141	Циклокар субст.-пор. амп. 200 г [с нож.амп.] кор. 1 Витамины НПО
